Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
HCoV/NL63/N01	Human coronavirus NL63	GU068568	461	12/04/2006	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N02	Human coronavirus NL63	GU068555	314	01/29/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N02	Human coronavirus NL63	GU068569	461	01/29/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N03	Human coronavirus NL63	GU068556	314	05/21/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N03	Human coronavirus NL63	GU068570	461	05/21/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N04	Human coronavirus NL63	GU068557	322	06/28/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N04	Human coronavirus NL63	GU068571	476	06/28/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N05	Human coronavirus NL63	GU068558	322	07/16/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N05	Human coronavirus NL63	GU068572	476	07/16/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N06	Human coronavirus NL63	GU068559	314	07/26/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N06	Human coronavirus NL63	GU068573	476	07/26/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N07	Human coronavirus NL63	GU068560	322	07/26/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N07	Human coronavirus NL63	GU068574	473	07/26/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N08	Human coronavirus NL63	GU068561	322	08/02/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N08	Human coronavirus NL63	GU068575	448	08/02/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N09	Human coronavirus NL63	GU068562	322	08/23/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N09	Human coronavirus NL63	GU068576	476	08/23/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N10	Human coronavirus NL63	GU068563	322	08/23/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N10	Human coronavirus NL63	GU068577	473	08/23/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N11	Human coronavirus NL63	GU068564	322	08/30/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N11	Human coronavirus NL63	GU068578	473	08/30/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N12	Human coronavirus NL63	GU068565	322	09/06/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N12	Human coronavirus NL63	GU068579	476	09/06/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N13	Human coronavirus NL63	GU068566	322	09/10/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N13	Human coronavirus NL63	GU068580	473	09/10/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N14	Human coronavirus NL63	GU068567	322	09/13/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/NL63/N14	Human coronavirus NL63	GU068581	473	09/13/2007	Human	Homo sapiens	China	genomic RNA	
HCoV_NL63/Seattle/USA/SC0179/2018	Human coronavirus NL63	MN306018	27484	2018	Human	Homo sapiens	USA	genomic RNA	
HCoV_NL63/Seattle/USA/SC0768/2019	Human coronavirus NL63	MN306040	27537	2019	Human	Homo sapiens	USA	genomic RNA	
HCoV_NL63/Seattle/USA/SC2940/2015	Human coronavirus NL63	KY983586	27489	2015	Human	Homo sapiens	USA	genomic RNA	
HCoVNL63/Tokyo/SGH-15/2017	Human coronavirus NL63	LC488390	4925	2017	Human	Homo sapiens	Japan	genomic RNA	
HCoVNL63/Tokyo/SGH-18/2018	Human coronavirus NL63	LC488389	4267	2018	Human	Homo sapiens	Japan	genomic RNA	
HCoVNL63/Tokyo/SGH-24/2018	Human coronavirus NL63	LC488388	5110	2018	Human	Homo sapiens	Japan	genomic RNA	
INMI1	Human coronavirus NL63	EU025124	520	-N/A-	Unknown	-N/A-	Italy	genomic RNA	
INMI2	Human coronavirus NL63	EU025125	520	-N/A-	Unknown	-N/A-	Italy	genomic RNA	
INMI3	Human coronavirus NL63	EU025126	525	-N/A-	Unknown	-N/A-	Italy	genomic RNA	
INMI3	Human coronavirus NL63	EU125188	423	-N/A-	Human	Homo sapiens	Italy	genomic RNA	
INMI4	Human coronavirus NL63	EU025127	500	-N/A-	Unknown	-N/A-	Italy	genomic RNA	
INMI4	Human coronavirus NL63	EU125189	423	-N/A-	Human	Homo sapiens	Italy	genomic RNA	
INMI5	Human coronavirus NL63	EU025128	512	-N/A-	Unknown	-N/A-	Italy	genomic RNA	
INMI5	Human coronavirus NL63	EU125190	423	-N/A-	Human	Homo sapiens	Italy	genomic RNA	
ITA101	Human coronavirus NL63	EF549601	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA244	Human coronavirus NL63	EF549602	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA250	Human coronavirus NL63	EF549603	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA281	Human coronavirus NL63	EF549604	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA312	Human coronavirus NL63	EF549605	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA52	Human coronavirus NL63	EF549606	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA67	Human coronavirus NL63	EF549607	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA75	Human coronavirus NL63	EF549608	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA87	Human coronavirus NL63	EF549609	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA99	Human coronavirus NL63	EF549610	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Kilifi/HH/0503/04-Jun-2010	Human coronavirus NL63	MG356425	2195	06/04/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/0511/01-Jun-2010	Human coronavirus NL63	MG356424	2195	06/01/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/0512/04-Jun-2010	Human coronavirus NL63	MG356426	2195	06/04/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/0522/21-May-2010	Human coronavirus NL63	MG356422	2195	05/21/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/1612/18-May-2010	Human coronavirus NL63	MG356417	2195	05/18/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/3807/11-May-2010	Human coronavirus NL63	MG356414	2195	05/11/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/3808/24-May-2010	Human coronavirus NL63	MG356423	2195	05/24/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/5401/20-May-2010	Human coronavirus NL63	MG356421	2195	05/20/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/5402/20-May-2010	Human coronavirus NL63	MG356419	2195	05/20/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/5405/15-May-2010	Human coronavirus NL63	MG356416	2195	05/15/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/HH/5709/19-May-2010	Human coronavirus NL63	MG356418	2195	05/19/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/001/18-Mar-2008	Human coronavirus NL63	MG356413	2192	03/18/2008	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/002/14-May-2010	Human coronavirus NL63	MG356415	2195	05/14/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/003/20-May-2010	Human coronavirus NL63	MG356420	2195	05/20/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/004/20-Jun-2010	Human coronavirus NL63	MG356427	2195	06/20/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/005/09-Aug-2010	Human coronavirus NL63	MG356428	2195	08/09/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/006/28-Mar-2011	Human coronavirus NL63	MG356429	2195	03/28/2011	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/007/30-Mar-2011	Human coronavirus NL63	MG356430	2192	03/30/2011	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/008/12-May-2011	Human coronavirus NL63	MG356431	2195	05/12/2011	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/009/20-May-2011	Human coronavirus NL63	MG356432	2195	05/20/2011	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/010/06-Jun-2011	Human coronavirus NL63	MG356433	2192	06/06/2011	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/011/26-Jul-2011	Human coronavirus NL63	MG356434	2195	07/26/2011	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/012/15-Jun-2012	Human coronavirus NL63	MG356435	2195	06/15/2012	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/013/27-Jul-2012	Human coronavirus NL63	MG356436	2192	07/27/2012	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/014/21-Aug-2012	Human coronavirus NL63	MG356437	2195	08/21/2012	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/015/19-Nov-2012	Human coronavirus NL63	MG356438	2192	11/19/2012	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/016/08-Apr-2013	Human coronavirus NL63	MG356439	2192	04/08/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/017/12-Apr-2013	Human coronavirus NL63	MG356440	2192	04/12/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/018/03-May-2013	Human coronavirus NL63	MG356441	2192	05/03/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/019/04-May-2013	Human coronavirus NL63	MG356442	2192	05/04/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/020/25-May-2013	Human coronavirus NL63	MG356443	2195	05/25/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/021/26-May-2013	Human coronavirus NL63	MG356444	2192	05/26/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/022/17-Jun-2013	Human coronavirus NL63	MG356445	2192	06/17/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/023/18-Jun-2013	Human coronavirus NL63	MG356446	2195	06/18/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/024/09-Dec-2013	Human coronavirus NL63	MG356447	2192	12/09/2013	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/025/21-Jan-2014	Human coronavirus NL63	MG356448	2192	01/21/2014	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/026/24-Jan-2014	Human coronavirus NL63	MG356449	2192	01/24/2014	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/027/26-Jan-2014	Human coronavirus NL63	MG356450	2192	01/26/2014	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/028/21-Feb-2014	Human coronavirus NL63	MG356451	2192	02/21/2014	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi/IP/029/27-May-2014	Human coronavirus NL63	MG356452	2192	05/27/2014	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_0511_01-Jun-2010	Human coronavirus NL63	MG428703	27685	06/01/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_0512_04-Jun-2010	Human coronavirus NL63	MG428701	27623	06/04/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_0522_21-May-2010	Human coronavirus NL63	MG428705	27587	05/21/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_1602_01-Jun-2010	Human coronavirus NL63	MG428700	27634	06/01/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_3807_11-May-2010	Human coronavirus NL63	MG428702	27781	05/11/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_3808_24-May-2010	Human coronavirus NL63	MG428706	27637	05/24/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_5401_20-May-2010	Human coronavirus NL63	MG428707	27521	05/20/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_5402_20-May-2010	Human coronavirus NL63	MG428704	27832	05/20/2010	Human	Homo sapiens	Kenya	genomic RNA	
Kilifi_HH_5709_19-May-2010	Human coronavirus NL63	MG428699	27513	05/19/2010	Human	Homo sapiens	Kenya	genomic RNA	
KR04-497	Human coronavirus NL63	DQ453795	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR04-506	Human coronavirus NL63	DQ453794	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR04-579	Human coronavirus NL63	DQ093116	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR04-593	Human coronavirus NL63	DQ093117	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR04-697	Human coronavirus NL63	DQ093118	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR04-78	Human coronavirus NL63	DQ093123	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR05-133	Human coronavirus NL63	DQ093120	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR05-134	Human coronavirus NL63	DQ093121	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR05-143	Human coronavirus NL63	DQ093122	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR05-230	Human coronavirus NL63	DQ351988	425	-N/A-	Unknown	-N/A-	South Korea	genomic DNA	
KR05-28	Human coronavirus NL63	DQ093119	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR05-341	Human coronavirus NL63	DQ453793	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR06-49	Human coronavirus NL63	DQ534706	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
KR06-86	Human coronavirus NL63	DQ534705	425	-N/A-	Unknown	-N/A-	South Korea	genomic RNA	
N06-1144B	Human coronavirus NL63	KY554967	27523	2016	Human	Homo sapiens	USA	genomic RNA	
N07-185B	Human coronavirus NL63	KY554968	27523	2016	Human	Homo sapiens	USA	genomic RNA	
N07-196B	Human coronavirus NL63	KY554969	27509	2016	Human	Homo sapiens	USA	genomic RNA	
N07-262B	Human coronavirus NL63	KY829118	27513	2015	Human	Homo sapiens	USA	genomic RNA	
N07-324B_182X	Human coronavirus NL63	KY554970	27540	2016	Human	Homo sapiens	USA	genomic RNA	
N07-468B_176X	Human coronavirus NL63	KY554971	27550	2016	Human	Homo sapiens	USA	genomic RNA	
N07-64B	Human coronavirus NL63	KY674916	27492	2016	Human	Homo sapiens	USA	genomic RNA	
N07-6B	Human coronavirus NL63	KY674915	27302	2016	Human	Homo sapiens	USA	genomic RNA	
NAT007	Human coronavirus NL63	EF077272	364	01/04/2002	Unknown	-N/A-	-N/A-	genomic RNA	
NAT011	Human coronavirus NL63	EF077273	350	01/22/2002	Unknown	-N/A-	-N/A-	genomic RNA	
NAT012	Human coronavirus NL63	EF077274	350	02/11/2002	Unknown	-N/A-	-N/A-	genomic RNA	
NAT015	Human coronavirus NL63	EF077275	350	02/26/2002	Unknown	-N/A-	-N/A-	genomic RNA	
New Haven	Human coronavirus NL63	EF081296	1134	-N/A-	Unknown	-N/A-	USA	genomic RNA	
NH-1096	Human coronavirus NL63	AY870945	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1136	Human coronavirus NL63	AY870966	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1139	Human coronavirus NL63	AY870957	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1194	Human coronavirus NL63	AY871008	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1301	Human coronavirus NL63	AY870999	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1317	Human coronavirus NL63	AY870975	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1381	Human coronavirus NL63	AY870985	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1385	Human coronavirus NL63	AY870960	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1418	Human coronavirus NL63	AY871003	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-1424	Human coronavirus NL63	AY870986	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-211	Human coronavirus NL63	AY870969	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-256	Human coronavirus NL63	AY870959	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-259	Human coronavirus NL63	AY871001	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-260	Human coronavirus NL63	AY870993	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-261	Human coronavirus NL63	AY870983	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-270	Human coronavirus NL63	AY870991	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-273	Human coronavirus NL63	AY870976	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-274	Human coronavirus NL63	AY870950	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-275	Human coronavirus NL63	AY870946	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-276	Human coronavirus NL63	AY871002	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-277	Human coronavirus NL63	AY870994	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-281	Human coronavirus NL63	AY870984	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-282	Human coronavirus NL63	AY870977	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-288	Human coronavirus NL63	AY870970	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-342	Human coronavirus NL63	AY870967	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-343	Human coronavirus NL63	AY870951	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-345	Human coronavirus NL63	AY870947	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-350	Human coronavirus NL63	AY870995	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-360	Human coronavirus NL63	AY870988	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-363	Human coronavirus NL63	AY870992	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-375	Human coronavirus NL63	AY870982	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-383	Human coronavirus NL63	AY870968	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-385	Human coronavirus NL63	AY870958	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-395	Human coronavirus NL63	AY870973	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-399	Human coronavirus NL63	AY870963	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-405	Human coronavirus NL63	AY870954	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-408	Human coronavirus NL63	AY870948	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-409	Human coronavirus NL63	AY871006	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-426	Human coronavirus NL63	AY870964	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-517	Human coronavirus NL63	AY870955	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-542	Human coronavirus NL63	AY870944	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-543	Human coronavirus NL63	AY871007	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-545	Human coronavirus NL63	AY870998	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-618	Human coronavirus NL63	AY871004	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-632	Human coronavirus NL63	AY870997	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-635	Human coronavirus NL63	AY870989	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-638	Human coronavirus NL63	AY870979	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-639	Human coronavirus NL63	AY870972	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-640	Human coronavirus NL63	AY870962	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-672	Human coronavirus NL63	AY870953	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-674	Human coronavirus NL63	AY870943	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-676	Human coronavirus NL63	AY871005	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-677	Human coronavirus NL63	AY870996	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-679	Human coronavirus NL63	AY870987	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-680	Human coronavirus NL63	AY870980	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-739	Human coronavirus NL63	AY870990	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-74	Human coronavirus NL63	AY870978	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-747	Human coronavirus NL63	AY870981	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-748	Human coronavirus NL63	AY870974	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-749	Human coronavirus NL63	AY870965	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-757	Human coronavirus NL63	AY870956	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-76	Human coronavirus NL63	AY870971	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-764	Human coronavirus NL63	AY870952	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-768	Human coronavirus NL63	AY870949	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-787	Human coronavirus NL63	AY871000	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NH-84	Human coronavirus NL63	AY870961	125	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
NL63	Human coronavirus NL63	AY600442	237	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
NL63	Human coronavirus NL63	AY600443	237	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
NL63	Human coronavirus NL63	AY600444	237	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
NL63	Human coronavirus NL63	AY600445	237	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
NL63	Human coronavirus NL63	AY600446	237	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
NL63	Human coronavirus NL63	KF524839	251	2010	Human	Homo sapiens	USA	genomic RNA	
NL63	Human coronavirus NL63	KF524860	319	2010	Human	Homo sapiens	USA	genomic RNA	
NL63	Human coronavirus NL63	KF524861	311	2010	Human	Homo sapiens	USA	genomic RNA	
NL63	Human coronavirus NL63	KJ768633	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768634	563	05/11/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768635	563	07/24/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768636	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768637	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768638	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768639	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768640	550	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768641	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ768643	563	01/04/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ796465	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ796466	563	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ796467	523	05/12/2012	Human	Homo sapiens	Ghana	genomic RNA	
NL63	Human coronavirus NL63	KJ866080	405	10/17/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866081	405	03/28/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866082	405	01/17/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866083	405	09/28/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866084	405	05/10/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866085	405	03/29/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866086	405	03/29/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866087	405	03/29/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866088	405	05/10/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866089	405	05/10/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866090	405	07/10/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866091	405	08/22/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866092	405	08/22/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866093	405	08/22/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866094	405	12/14/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866095	405	12/18/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866096	405	09/07/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866097	405	12/10/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866098	405	08/12/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866126	801	10/17/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866127	801	03/28/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866128	801	01/17/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866129	801	09/28/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866130	801	05/10/2013	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866131	801	03/29/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866132	801	03/29/2012	Human	Homo sapiens	Thailand	genomic RNA	
NL63	Human coronavirus NL63	KJ866133	801	03/29/2012	Human	Homo sapiens	Thailand	genomic RNA	
