Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
BCoV C4/11/Ire	Betacoronavirus 1	JN204179	237	2010	Cattle	bovine	Ireland	genomic RNA	
BCOV-China/SWUN/ SX1/2018	Betacoronavirus 1	MK095164	1347	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/ SX2/2018	Betacoronavirus 1	MK095152	693	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN1/2018	Betacoronavirus 1	MK095145	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN1/2018	Betacoronavirus 1	MK095158	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN1/2018	Betacoronavirus 1	MK095171	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN1/2018	Betacoronavirus 1	MK095184	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN2/2018	Betacoronavirus 1	MK095146	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN2/2018	Betacoronavirus 1	MK095159	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN2/2018	Betacoronavirus 1	MK095172	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN2/2018	Betacoronavirus 1	MK095185	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN3/2018	Betacoronavirus 1	MK095147	1275	02/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN3/2018	Betacoronavirus 1	MK095160	693	02/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN3/2018	Betacoronavirus 1	MK095173	1347	02/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/HN3/2018	Betacoronavirus 1	MK095186	4092	02/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN1/2018	Betacoronavirus 1	MK095140	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN1/2018	Betacoronavirus 1	MK095153	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN1/2018	Betacoronavirus 1	MK095166	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN1/2018	Betacoronavirus 1	MK095179	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN2/2018	Betacoronavirus 1	MK095141	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN2/2018	Betacoronavirus 1	MK095154	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN2/2018	Betacoronavirus 1	MK095167	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN2/2018	Betacoronavirus 1	MK095180	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN3/2018	Betacoronavirus 1	MK095142	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN3/2018	Betacoronavirus 1	MK095155	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN3/2018	Betacoronavirus 1	MK095168	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN3/2018	Betacoronavirus 1	MK095181	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN4/2018	Betacoronavirus 1	MK095143	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN4/2018	Betacoronavirus 1	MK095156	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN4/2018	Betacoronavirus 1	MK095169	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN4/2018	Betacoronavirus 1	MK095182	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN5/2018	Betacoronavirus 1	MK095144	1275	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN5/2018	Betacoronavirus 1	MK095157	693	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN5/2018	Betacoronavirus 1	MK095170	1347	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/LN5/2018	Betacoronavirus 1	MK095183	4092	01/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC1/2017	Betacoronavirus 1	MK095135	1275	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC1/2017	Betacoronavirus 1	MK095148	693	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC1/2017	Betacoronavirus 1	MK095161	1347	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC1/2017	Betacoronavirus 1	MK095174	4092	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC2/2017	Betacoronavirus 1	MK095136	1275	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC2/2017	Betacoronavirus 1	MK095149	693	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC2/2017	Betacoronavirus 1	MK095162	1347	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC2/2017	Betacoronavirus 1	MK095175	4092	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC3/2017	Betacoronavirus 1	MK095137	1275	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC3/2017	Betacoronavirus 1	MK095150	693	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC3/2017	Betacoronavirus 1	MK095163	1347	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SC3/2017	Betacoronavirus 1	MK095176	4092	09/2017	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SX1/2018	Betacoronavirus 1	MK095138	1275	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SX1/2018	Betacoronavirus 1	MK095151	693	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SX1/2018	Betacoronavirus 1	MK095177	4092	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SX2/2018	Betacoronavirus 1	MK095139	1275	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SX2/2018	Betacoronavirus 1	MK095165	1347	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCOV-China/SWUN/SX2/2018	Betacoronavirus 1	MK095178	4092	04/2018	Cattle	Bos taurus	China	genomic RNA	
BCoV-ENT	Betacoronavirus 1	NC_003045*	31028	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
BCoV-GX-HC181120	Betacoronavirus 1	MK757493	730	2018	Cattle	cattle	China	genomic RNA	
BCoV-GX-NN190220	Betacoronavirus 1	MK757494	730	2019	Cattle	cattle	China	genomic RNA	
BCoV-GX-NN190313	Betacoronavirus 1	MK757492	730	2019	Cattle	cattle	China	genomic RNA	
BCoV-WT-1	Betacoronavirus 1	KX073971	709	03/23/2016	Cattle	Bos taurus; breed: Holstein	China	genomic RNA	
BCoV-WT-2	Betacoronavirus 1	KX266233	735	04/01/2016	Bovine	Bos taurus breed Holstein	China	genomic RNA	
BCoV-WT-3	Betacoronavirus 1	KX266234	735	04/01/2016	Cattle	Bos taurus breed Holstein calf	China	genomic RNA	
BCoV-XN-1	Betacoronavirus 1	KX073970	694	07/24/2015	Cattle	Bos taurus; breed: Holstein	China	genomic RNA	
BCoV/CH/HB-BD/2019	Betacoronavirus 1	MK903505	1347	2019	Cattle	cattle	China	genomic RNA	
BCoV/CH/HB-BD/2019	Betacoronavirus 1	MK903506	4092	2019	Cattle	cattle	-N/A-	genomic RNA	
BCoV/CH/HB-BD/2019	Betacoronavirus 1	MK903507	1275	2019	Cattle	cattle	China	genomic RNA	
BCoV/FRA/EPI/Caen/2003/05	Betacoronavirus 1	KT318087	1347	2003	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2003/05	Betacoronavirus 1	KT318101	2783	2003	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2003/05	Betacoronavirus 1	KT318115	4092	2003	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2004/14	Betacoronavirus 1	KT318096	1347	2004	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2004/14	Betacoronavirus 1	KT318110	2783	2004	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2004/14	Betacoronavirus 1	KT318124	4092	2004	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2005/01	Betacoronavirus 1	KT318084	1347	2005	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2005/01	Betacoronavirus 1	KT318097	2783	2005	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2005/01	Betacoronavirus 1	KT318111	4092	2003	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2005/02	Betacoronavirus 1	KT318083	1338	2005	Unknown	-N/A-	France	genomic RNA	
BCoV/FRA/EPI/Caen/2005/02	Betacoronavirus 1	KT318098	2783	2005	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2005/02	Betacoronavirus 1	KT318112	4092	2005	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2007/03	Betacoronavirus 1	KT318085	1347	2007	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2007/03	Betacoronavirus 1	KT318099	2783	2007	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2007/03	Betacoronavirus 1	KT318113	4092	2007	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2008/04	Betacoronavirus 1	KT318086	1347	2008	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2008/04	Betacoronavirus 1	KT318100	2783	2008	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2008/04	Betacoronavirus 1	KT318114	4092	2008	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2010/06	Betacoronavirus 1	KT318088	1347	2010	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2010/06	Betacoronavirus 1	KT318102	2783	2010	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2010/06	Betacoronavirus 1	KT318116	4092	2010	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2012/07	Betacoronavirus 1	KT318089	1347	2012	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2012/07	Betacoronavirus 1	KT318103	2783	2012	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2012/07	Betacoronavirus 1	KT318117	4092	2012	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/08	Betacoronavirus 1	KT318090	1347	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/08	Betacoronavirus 1	KT318104	2783	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/08	Betacoronavirus 1	KT318118	4092	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/09	Betacoronavirus 1	KT318091	1347	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/09	Betacoronavirus 1	KT318105	2783	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/09	Betacoronavirus 1	KT318119	4092	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/10	Betacoronavirus 1	KT318092	1347	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/10	Betacoronavirus 1	KT318106	2783	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/10	Betacoronavirus 1	KT318120	4092	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/11	Betacoronavirus 1	KT318093	1347	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/11	Betacoronavirus 1	KT318107	2783	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2013/11	Betacoronavirus 1	KT318121	4092	2013	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2014/12	Betacoronavirus 1	KT318094	1347	2014	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2014/12	Betacoronavirus 1	KT318108	2783	2014	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2014/12	Betacoronavirus 1	KT318122	4092	2014	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2014/13	Betacoronavirus 1	KT318095	1347	2014	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2014/13	Betacoronavirus 1	KT318109	2783	2014	Cattle	bovine	France	genomic RNA	
BCoV/FRA/EPI/Caen/2014/13	Betacoronavirus 1	KT318123	4092	2014	Cattle	bovine	France	genomic RNA	
BCoV/SLO/41376/2015	Betacoronavirus 1	KX059624	390	12/29/2015	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/5580/2013	Betacoronavirus 1	KX059621	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/6906/2013	Betacoronavirus 1	KX059620	390	07/16/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/JJ-5/2015	Betacoronavirus 1	KX059622	390	01/07/2015	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/JJ-6/2015	Betacoronavirus 1	KX059623	390	01/21/2015	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP14/2012	Betacoronavirus 1	KX059608	390	12/22/2012	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP30/2013	Betacoronavirus 1	KX059629	390	02/01/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP36/2013	Betacoronavirus 1	KX059619	390	02/18/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP49/2013	Betacoronavirus 1	KX059618	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP63/2014	Betacoronavirus 1	KX059625	390	01/18/2014	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP66/2014	Betacoronavirus 1	KX059609	390	01/21/2014	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TP73/2014	Betacoronavirus 1	KX059610	390	02/12/2014	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ101/2013	Betacoronavirus 1	KX059617	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ102/2013	Betacoronavirus 1	KX059616	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ103/2013	Betacoronavirus 1	KX059626	390	12/28/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ104/2013	Betacoronavirus 1	KX059627	390	12/28/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ132/2014	Betacoronavirus 1	KX059628	390	04/17/2014	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ15/2012	Betacoronavirus 1	KX059615	390	11/22/2012	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ65/2014	Betacoronavirus 1	KX059630	390	01/23/2014	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ66/2014	Betacoronavirus 1	KX059631	390	01/23/2014	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ94/2013	Betacoronavirus 1	KX059614	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ95/2013	Betacoronavirus 1	KX059611	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ96/2013	Betacoronavirus 1	KX059613	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/SLO/TZ98/2013	Betacoronavirus 1	KX059612	390	05/21/2013	Cattle	cattle	Slovenia	genomic RNA	
BCoV/WD/2003/WDBR-1275	Betacoronavirus 1	GU214766	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-587	Betacoronavirus 1	GU214758	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-841	Betacoronavirus 1	GU214763	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-868	Betacoronavirus 1	GU214759	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-887	Betacoronavirus 1	GU214765	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-9146	Betacoronavirus 1	GU214767	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-9215	Betacoronavirus 1	GU214761	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-9219	Betacoronavirus 1	GU214762	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-9224	Betacoronavirus 1	GU214768	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-923	Betacoronavirus 1	GU214769	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-934	Betacoronavirus 1	GU214770	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-938	Betacoronavirus 1	GU214760	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-96	Betacoronavirus 1	FJ899737	382	2003	Cattle	cow	Brazil	genomic RNA	
BCoV/WD/2003/WDBR-96	Betacoronavirus 1	GU214757	370	2003	Cattle	cow with dysentery	Brazil	genomic RNA	
BCoV_2014_13	Betacoronavirus 1	KX982264	30847	03/04/2014	Cattle	Bos taurus	France	genomic RNA	
BCV-AKS-01	Betacoronavirus 1	KU886219	30975	05/30/2015	Cattle	Bos taurus; breed: Holstein	China	genomic RNA	
BCV-Aks-1	Betacoronavirus 1	KT247647	725	05/30/2015	Cattle	Bos taurus; breed: Holstein	China	genomic RNA	
BCVN3-WT	Betacoronavirus 1	FJ603613	237	04/2006	Cattle	bovine	Brazil	genomic RNA	
BL104	Betacoronavirus 1	MH203063	1275	04/2017	Cattle	calf	Viet Nam	genomic RNA	
BL104	Betacoronavirus 1	MH203065	4092	04/2017	Cattle	calf	Viet Nam	genomic RNA	
BOV-18/IND/2015	Betacoronavirus 1	MH753491	462	2015	Cattle	bovine	India	genomic RNA	
BOV-18/IND/2015	Betacoronavirus 1	MH753494	665	2015	Cattle	bovine	India	genomic RNA	
BOV-21/IND/2015	Betacoronavirus 1	MH753492	462	2015	Cattle	bovine	India	genomic RNA	
BOV-21/IND/2015	Betacoronavirus 1	MH753495	598	2015	Cattle	bovine	India	genomic RNA	
BOV-36/IND/2015	Betacoronavirus 1	MH753493	462	2015	Cattle	bovine	India	genomic RNA	
BOV-36/IND/2015	Betacoronavirus 1	MH753496	598	2015	Cattle	bovine	India	genomic RNA	
BR-UEL1	Betacoronavirus 1	DQ479421	2681	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
BR-UEL10	Betacoronavirus 1	KU167034	249	05/05/2011	Cattle	bovine	Brazil	genomic RNA	
BR-UEL11	Betacoronavirus 1	KP208779	441	04/23/2012	Cattle	bovine	Brazil	genomic RNA	
BR-UEL2	Betacoronavirus 1	DQ479422	2681	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
BR-UEL3	Betacoronavirus 1	DQ479423	2681	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
BR-UEL4	Betacoronavirus 1	KJ719308	249	08/10/2012	Cattle	bovine	Brazil	genomic RNA	
BR-UEL5	Betacoronavirus 1	KJ719309	247	08/10/2012	Cattle	bovine	Brazil	genomic RNA	
BR-UEL6	Betacoronavirus 1	KM982442	249	05/05/2011	Cattle	bovine	Brazil	genomic RNA	
BR-UEL7	Betacoronavirus 1	KP860295	251	05/05/2011	Cattle	bovine	Brazil	genomic RNA	
BR-UEL8	Betacoronavirus 1	KP860296	251	05/05/2011	Cattle	bovine	Brazil	genomic RNA	
BR-UEL9	Betacoronavirus 1	KU167033	251	05/05/2011	Cattle	bovine	Brazil	genomic RNA	
BWD22	Betacoronavirus 1	KC907371	999	12/20/2010	Cattle	3 years old cow	Turkey	genomic RNA	
BWD86	Betacoronavirus 1	KC907372	999	02/22/2011	Cattle	4 years old cow	Turkey	genomic RNA	
C	Betacoronavirus 1	MK989616	414	02/15/2019	Cattle	cattle	Turkey	genomic RNA	
C1_9202	Betacoronavirus 1	JN795143	1038	1992	Cattle	cattle	Sweden	genomic RNA	
C2_0701	Betacoronavirus 1	JN795144	1038	2007	Cattle	cattle	Sweden	genomic RNA	
C3_0711	Betacoronavirus 1	JN795145	1038	2007	Cattle	cattle	Sweden	genomic RNA	
C4_0712	Betacoronavirus 1	JN795146	1038	2007	Cattle	cattle	Sweden	genomic RNA	
C5_0801	Betacoronavirus 1	JN795147	1038	2008	Cattle	cattle	Sweden	genomic RNA	
C6_0903	Betacoronavirus 1	JN795148	1038	2009	Cattle	cattle	Sweden	genomic RNA	
CaenBCV	Betacoronavirus 1	DQ355400	2668	-N/A-	Unknown	-N/A-	France	mRNA	
CalfGard A609860	Betacoronavirus 1	JQ741970	909	2012	Unknown	-N/A-	USA	genomic RNA	
CoV/Bovine/Argentina/SalVLD/2016	Betacoronavirus 1	MN199235	464	2016	Bovine	bovine; calf	Argentina	genomic RNA	
D	Betacoronavirus 1	MK989617	414	02/15/2019	Cattle	cattle	Turkey	genomic RNA	
D71-73F	Betacoronavirus 1	KM677158	362	2011	Cattle	cattle	Croatia	genomic RNA	
D71-73F	Betacoronavirus 1	KM677174	975	2011	Cattle	cattle	Croatia	genomic RNA	
D71/11	Betacoronavirus 1	KM677155	362	2011	Cattle	cattle	Croatia	genomic RNA	
D71/11	Betacoronavirus 1	KM677171	975	2011	Cattle	cattle	Croatia	genomic RNA	
D72/11	Betacoronavirus 1	KM677156	362	2011	Cattle	cattle	Croatia	genomic RNA	
D72/11	Betacoronavirus 1	KM677172	975	2011	Cattle	cattle	Croatia	genomic RNA	
D73/11	Betacoronavirus 1	KM677157	362	2011	Cattle	cattle	Croatia	genomic RNA	
D73/11	Betacoronavirus 1	KM677173	975	2011	Cattle	cattle	Croatia	genomic RNA	
Dakahleya-1	Betacoronavirus 1	MK153062	234	10/2018	Unknown	-N/A-	Egypt	genomic RNA	
Dakahleya-2	Betacoronavirus 1	MK153063	234	10/2018	Unknown	-N/A-	Egypt	genomic RNA	
Dakahleya-3	Betacoronavirus 1	MK153064	234	10/2018	Unknown	-N/A-	Egypt	genomic RNA	
DEN/03-1	Betacoronavirus 1	KF169913	4092	2003	Cattle	calf	Denmark	genomic RNA	
DEN/03-2	Betacoronavirus 1	KF169914	4092	2003	Cattle	calf	Denmark	genomic RNA	
DEN/03-3	Betacoronavirus 1	KF169915	4092	2003	Cattle	calf	Denmark	genomic RNA	
DEN/05-1	Betacoronavirus 1	KF169916	4092	2005	Cattle	cattle	Denmark	genomic RNA	
DEN/05-2	Betacoronavirus 1	KF169917	4092	2005	Cattle	cattle	Denmark	genomic RNA	
DEN/05-3	Betacoronavirus 1	KF169918	4092	2005	Cattle	cattle	Denmark	genomic RNA	
DEN/05-4	Betacoronavirus 1	KF169919	4092	2005	Cattle	cattle	Denmark	genomic RNA	
DT97	Betacoronavirus 1	MH203062	1275	04/2017	Cattle	calf	Viet Nam	genomic RNA	
DT97	Betacoronavirus 1	MH203064	4092	04/2017	Cattle	calf	Viet Nam	genomic RNA	
E	Betacoronavirus 1	MK989618	414	02/15/2019	Cattle	cattle	Turkey	genomic RNA	
F	Betacoronavirus 1	MK989619	414	02/15/2019	Cattle	cattle	Turkey	genomic RNA	
G	Betacoronavirus 1	MK989620	4097	2016	Cattle	cattle	Turkey	genomic RNA	
GIF-1	Betacoronavirus 1	LC494126	30951	01/2016	Unknown	-N/A-	Japan	genomic RNA	
Gifu/1/06	Betacoronavirus 1	AB450873	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Gifu/2/06	Betacoronavirus 1	AB450874	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Gyeongju6	Betacoronavirus 1	MN650894	836	-N/A-	Unknown	pre-weaned Korean native calf	South Korea	genomic RNA	
H	Betacoronavirus 1	MK989621	4097	2016	Cattle	cattle	Turkey	genomic RNA	
HCM304	Betacoronavirus 1	MK045996	1275	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM304	Betacoronavirus 1	MK046005	4092	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM305	Betacoronavirus 1	MK045997	1275	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM305	Betacoronavirus 1	MK046006	4092	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM306	Betacoronavirus 1	MK045998	1275	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM306	Betacoronavirus 1	MK046007	4092	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM307	Betacoronavirus 1	MK045999	1275	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
HCM307	Betacoronavirus 1	MK046008	4092	05/2018	Cattle	bovine	Viet Nam	genomic RNA	
Himalayan Tahr1 10/01	Betacoronavirus 1	HM573322	1275	01/2010	Goat	Himalayan tahr	South Korea	genomic RNA	
Himalayan Tahr1 10/01	Betacoronavirus 1	HM573327	4092	01/2010	Goat	Himalayan tahr	South Korea	genomic RNA	
Himalayan Tahr2 10/01	Betacoronavirus 1	HM573323	1275	01/2010	Goat	Himalayan tahr	South Korea	genomic RNA	
Himalayan Tahr2 10/01	Betacoronavirus 1	HM573328	4092	01/2010	Goat	Himalayan tahr	South Korea	genomic RNA	
HLJ-14/CHN	Betacoronavirus 1	KM985631	4092	05/18/2014	Cattle	cattle	China	genomic RNA	
HLJ-14/CHN	Betacoronavirus 1	KM985632	1275	05/18/2014	Cattle	cattle	China	genomic RNA	
HLJ-14/CHN	Betacoronavirus 1	KM985633	693	05/18/2014	Cattle	cattle	China	genomic RNA	
HLJ-14/CHN	Betacoronavirus 1	KM985634	1347	05/18/2014	Cattle	cattle	China	genomic RNA	
HLJ-14/CHN	Betacoronavirus 1	KM985635	255	05/18/2014	Cattle	cattle	China	genomic RNA	
Hokkaido/1/02	Betacoronavirus 1	AB277099	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Hokkaido/10/03	Betacoronavirus 1	AB277108	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Hokkaido/11/03	Betacoronavirus 1	AB277109	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Hokkaido/12/03	Betacoronavirus 1	AB277110	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Hokkaido/13/04	Betacoronavirus 1	AB277111	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Hokkaido/14/04	Betacoronavirus 1	AB277112	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Hokkaido/15/04	Betacoronavirus 1	AB277113	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
